Barrio_Codigo;Barrio_Nombre;Barrio_Dist_Codigo
1010101;Amón;10101
1010102;Aranjuez;10101
1010103;California (parte);10101
1010104;Carmen;10101
1010105;Empalme;10101
1010106;Escalante;10101
1010107;Otoya.;10101
1010201;Bajos de la Unión;10102
1010202;Claret;10102
1010203;Cocacola;10102
1010204;Iglesias Flores;10102
1010205;Mantica;10102
1010206;México;10102
1010207;Paso de la Vaca;10102
1010208;Pitahaya.;10102
1010301;Almendares;10103
1010302;Ángeles;10103
1010303;Bolívar;10103
1010304;Carit;10103
1010305;Colón (parte);10103
1010306;Corazón de Jesús;10103
1010307;Cristo Rey;10103
1010308;Cuba;10103
1010309;Dolorosa (parte);10103
1010310;Merced;10103
1010311;Pacífico (parte);10103
1010312;Pinos;10103
1010313;Salubridad;10103
1010314;San Bosco;10103
1010315;San Francisco;10103
1010316;Santa Lucía;10103
1010317;Silos.;10103
1010401;Bellavista;10104
1010402;California (parte);10104
1010403;Carlos María Jiménez;10104
1010404;Dolorosa (parte);10104
1010405;Dos Pinos;10104
1010406;Francisco Peralta (parte);10104
1010407;González Lahmann;10104
1010408;González Víquez;10104
1010409;Güell;10104
1010410;La Cruz;10104
1010411;Lomas de Ocloro;10104
1010412;Luján;10104
1010413;Milflor;10104
1010414;Naciones Unidas;10104
1010415;Pacífico (parte);10104
1010416;San Cayetano (parte);10104
1010417;Soledad;10104
1010418;Tabacalera;10104
1010419;Vasconia.;10104
1010501;Alborada;10105
1010502;Calderón Muñoz;10105
1010503;Cerrito;10105
1010504;Córdoba;10105
1010505;Gloria;10105
1010506;Jardín;10105
1010507;Luisas;10105
1010508;Mangos;10105
1010509;Montealegre;10105
1010510;Moreno Cañas;10105
1010511;Quesada Durán;10105
1010512;San Dimas;10105
1010513;San Gerardo (parte);10105
1010514;Trébol;10105
1010515;Ujarrás;10105
1010516;Vista Hermosa;10105
1010517;Yoses Sur;10105
1010518;Zapote (centro).;10105
1010601;Ahogados (parte);10106
1010602;Bosque;10106
1010603;Cabañas;10106
1010604;Camelias;10106
1010605;Coopeguaria;10106
1010606;Faro;10106
1010607;Fátima;10106
1010608;Hispano;10106
1010609;I Griega;10106
1010610;Lincoln;10106
1010611;Lomas de San Francisco;10106
1010612;Maalot;10106
1010613;Méndez;10106
1010614;Pacífica;10106
1010615;San Francisco de Dos Ríos (centro);10106
1010616;Sauces;10106
1010617;Saucitos;10106
1010618;Zurquí.;10106
1010701;Alborada;10107
1010702;Ánimas;10107
1010703;Árboles;10107
1010704;Bajos del Torres;10107
1010705;Carranza;10107
1010706;Corazón de Jesús;10107
1010707;Cristal;10107
1010708;Carvajal Castro;10107
1010709;Jardines de Autopista;10107
1010710;La Caja;10107
1010711;La Carpio;10107
1010712;Magnolia;10107
1010713;Marimil;10107
1010714;Monserrat;10107
1010715;Peregrina;10107
1010716;Robledal;10107
1010717;Rossiter Carballo;10107
1010718;Santander;10107
1010719;Saturno;10107
1010720;Uruca (centro);10107
1010721;Vuelta del Virilla.;10107
1010801;Américas;10108
1010802;Bajo Cañada (parte);10108
1010803;Balcón Verde;10108
1010804;Colón (parte);10108
1010805;Del Pino;10108
1010806;Holanda;10108
1010807;La Luisa;10108
1010808;La Salle;10108
1010809;Lomalinda;10108
1010810;Morenos;10108
1010811;Niza;10108
1010812;Rancho Luna;10108
1010813;Rohrmoser (parte);10108
1010814;Roma;10108
1010815;Sabana;10108
1010816;Tovar.;10108
1010901;Alfa;10109
1010902;Asturias;10109
1010903;Asunción;10109
1010904;Bribrí;10109
1010905;Favorita Norte;10109
1010906;Favorita Sur;10109
1010907;Galicia;10109
1010908;Geroma;10109
1010909;Hispania;10109
1010910;Libertad;10109
1010911;Lomas del Río;10109
1010912;Llanos del Sol;10109
1010913;María Reina;10109
1010914;Metrópolis;10109
1010915;Navarra;10109
1010916;Pavas (centro);10109
1010917;Pueblo Nuevo;10109
1010918;Residencial del Oeste;10109
1010919;Rincón Grande;10109
1010920;Rohrmoser (parte);10109
1010921;Rotonda;10109
1010922;San Pedro;10109
1010923;Santa Bárbara;10109
1010924;Santa Catalina;10109
1010925;Santa Fé;10109
1010926;Triángulo;10109
1010927;Villa Esperanza.;10109
1011001;Bajo Cañada (parte);10110
1011002;Belgrano;10110
1011003;Hatillo Centro;10110
1011004;Hatillo 1;10110
1011005;Hatillo 2;10110
1011006;Hatillo 3;10110
1011007;Hatillo 4;10110
1011008;Hatillo 5;10110
1011009;Hatillo 6;10110
1011010;Hatillo 7;10110
1011011;Hatillo 8;10110
1011012;Quince de Setiembre;10110
1011013;Sagrada Familia;10110
1011014;Tiribí;10110
1011015;Topacio;10110
1011016;Veinticinco de Julio;10110
1011017;Vivienda en Marcha.;10110
1011101;Bengala;10111
1011102;Bilbao;10111
1011103;Cañada del Sur;10111
1011104;Carmen;10111
1011105;Cascajal;10111
1011106;Cerro Azul;10111
1011107;Colombari;10111
1011108;Domingo Savio;10111
1011109;Guacamaya;10111
1011110;Jazmín;10111
1011111;Hogar Propio;10111
1011112;Kennedy;10111
1011113;López Mateos;10111
1011114;Luna Park;10111
1011115;Martínez;10111
1011116;Mojados;10111
1011117;Mongito;10111
1011118;Monte Azúl;10111
1011119;Musmanni;10111
1011120;Paso Ancho;10111
1011121;Presidentes;10111
1011122;San Cayetano (parte);10111
1011123;San Martín;10111
1011124;San Sebastián (centro);10111
1011125;Santa Rosa;10111
1011126;Seminario;10111
1011127;Sorobarú.;10111
1020101;Alto Carrizal;10201
1020102;Carrizal (parte);10201
1020103;Faroles;10201
1020104;Guapinol;10201
1020105;Hulera;10201
1020106;Itabas;10201
1020107;Jaboncillo;10201
1020108;Profesores (parte).;10201
1020201;Avellana;10202
1020202;Bebedero;10202
1020203;Belo Horizonte (parte);10202
1020204;Carrizal (parte);10202
1020205;Curío;10202
1020206;Chirca;10202
1020207;Chiverral;10202
1020208;Entierrillo;10202
1020209;Filtros;10202
1020210;Guayabos;10202
1020211;Hojablanca;10202
1020212;Juan Santana;10202
1020213;Lajas;10202
1020214;Masilla;10202
1020215;Muta;10202
1020216;Pedrero;10202
1020217;Perú;10202
1020218;Profesores (parte);10202
1020219;Sabanillas;10202
1020220;Salitrillos;10202
1020221;Santa Eduvigis;10202
1020222;Santa Teresa;10202
1020223;Tejarcillos;10202
1020224;Torrotillo;10202
1020225;Vista de Oro.;10202
1020301;Anonos;10203
1020302;Ayala;10203
1020303;Bajo Anonos;10203
1020304;Bajo Palomas;10203
1020305;Belo Horizonte (parte);10203
1020306;Betina;10203
1020307;Ceiba;10203
1020308;Facio Castro;10203
1020309;Guachipelín;10203
1020310;Herrera;10203
1020311;Laureles;10203
1020312;León;10203
1020313;Loma Real;10203
1020314;Matapalo;10203
1020315;Maynard;10203
1020316;Mirador;10203
1020317;Miravalles;10203
1020318;Palermo;10203
1020319;Palma de Mallorca;10203
1020320;Pinar;10203
1020321;Primavera;10203
1020322;Quesada;10203
1020323;Real de Pereira (parte);10203
1020324;Santa Marta;10203
1020325;Tena;10203
1020326;Trejos Montealegre;10203
1020327;Vista Alegre.;10203
1030101;Altamira;10301
1030102;Bellavista;10301
1030103;Calle Fallas;10301
1030104;Camaquirí;10301
1030105;Capilla;10301
1030106;Centro de Amigos;10301
1030107;Cerámica;10301
1030108;Colonia del Sur;10301
1030109;Contadores;10301
1030110;Cruce;10301
1030111;Cucubres;10301
1030112;Dorados;10301
1030113;Florita;10301
1030114;Fortuna;10301
1030115;Jardín;10301
1030116;Loto;10301
1030117;Metrópoli;10301
1030118;Monseñor Sanabria;10301
1030119;Monteclaro;10301
1030120;Palogrande;10301
1030121;Pinos;10301
1030122;Retoños;10301
1030123;Río Jorco;10301
1030124;Sabara;10301
1030125;San Esteban Rey;10301
1030126;San Jerónimo;10301
1030127;San José;10301
1030128;San Roque;10301
1030129;Tauros;10301
1030130;Torremolinos;10301
1030131;Venecia;10301
1030132;Vista Verde.;10301
1030201;Ángeles;10302
1030202;Capri;10302
1030203;Damas Israelitas;10302
1030204;Girasol;10302
1030205;Higuito;10302
1030206;Lindavista;10302
1030207;Lomas de Jorco;10302
1030208;Llano;10302
1030209;Meseguer;10302
1030210;Olivos;10302
1030211;Orquídeas;10302
1030212;Peñascal;10302
1030213;Rinconada;10302
1030214;Rodillal;10302
1030215;Sabanilla;10302
1030216;San Martín;10302
1030217;Santa Eduvigis;10302
1030218;Valverde.;10302
1030219;Alto Alumbre;10302
1030220;Hoyo;10302
1030221;Jericó;10302
1030222;Manzano;10302
1030223;Pacaya;10302
1030224;Roblar;10302
1030225;Ticalpes (parte);10302
1030226;Calle Naranjos.;10302
1030301;Calabacitas;10303
1030302;Calle Común;10303
1030303;Cruz Roja;10303
1030304;Itaipú;10303
1030305;Máquinas;10303
1030306;Mota;10303
1030307;Novedades;10303
1030308;Pedrito Monge;10303
1030309;Río;10303
1030310;Robles.;10303
1030401;Alpino;10304
1030402;Arco Iris;10304
1030403;Bambú;10304
1030404;Berlay;10304
1030405;Guaria;10304
1030406;Huaso (parte);10304
1030407;Juncales;10304
1030408;Lajas;10304
1030409;Macarena;10304
1030410;Maiquetía;10304
1030411;Méndez.;10304
1030501;Acacias;10305
1030502;Calle Amador;10305
1030503;Constancia;10305
1030504;Churuca;10305
1030505;Huetares;10305
1030506;Plazoleta;10305
1030507;Pueblo Nuevo;10305
1030508;Río Damas;10305
1030509;Rotondas;10305
1030510;Solar.;10305
1030601;Bajos de Tarrazú;10306
1030602;Bustamante;10306
1030603;Santa Elena (parte);10306
1030604;Violeta.;10306
1030701;Aguacate;10307
1030702;Balneario;10307
1030703;Don Bosco;10307
1030704;Guatuso;10307
1030705;Güízaro;10307
1030706;Jerusalén;10307
1030707;Lince;10307
1030708;Mesas;10307
1030709;Quebrada Honda;10307
1030710;Ticalpes (parte).;10307
1030801;Empalme (parte);10308
1030802;Lucha (parte);10308
1030803;San Cristóbal Sur;10308
1030804;Sierra.;10308
1030901;Bajo Tigre;10309
1030902;Chirogres;10309
1030903;Guadarrama;10309
1030904;Joya;10309
1030905;La Fila (parte);10309
1030906;Llano bonito;10309
1030907;Quebrada Honda;10309
1030908;Trinidad (parte).;10309
1031001;Cajita;10310
1031002;Dorado;10310
1031003;Dos Cercas;10310
1031004;Fomentera;10310
1031005;Nuestra Señora de la Esperanza;10310
1031006;San Lorenzo.;10310
1031101;Ángeles;10311
1031102;Autofores;10311
1031103;Balboa;10311
1031104;Coopelot;10311
1031105;Gardenia;10311
1031106;Higuerones;10311
1031107;Leo;10311
1031108;Mónaco;10311
1031109;Sagitario;10311
1031110;Santa Cecilia;10311
1031111;Tejar (parte);10311
1031112;Treviso;10311
1031113;Unidas;10311
1031114;Valencia;10311
1031115;Vizcaya.;10311
1031201;Cartonera;10312
1031202;Claveles;10312
1031203;Damasco;10312
1031204;Diamante;10312
1031205;Esmeraldas;10312
1031206;Fortuna;10312
1031207;Fortunita;10312
1031208;Porvenir;10312
1031209;Raya;10312
1031210;Riberalta;10312
1031211;Villanueva.;10312
1031301;Letras;10313
1031302;Balcón Verde.;10313
1040101;Ángeles;10401
1040102;Buenos Aires;10401
1040103;Corazón de María;10401
1040104;Jarasal;10401
1040105;Junquillo Arriba;10401
1040106;Pueblo Nuevo;10401
1040107;San Isidro.;10401
1040101;Bajo Badilla;10401
1040102;Bajo Moras;10401
1040103;Cañales Abajo;10401
1040104;Cañales Arriba;10401
1040105;Carit;10401
1040106;Charcón (parte);10401
1040107;Cirrí;10401
1040108;Junquillo Abajo;10401
1040109;Pozos;10401
1040110;San Francisco;10401
1040111;San Martín;10401
1040112;Zapote.;10401
1040201;Alto Palma;10402
1040202;Bajo Lanas;10402
1040203;Bajo Legua;10402
1040204;Bajo Legüita;10402
1040205;Bajo Quesada;10402
1040206;Bocana;10402
1040207;Carmona;10402
1040208;Cerbatana;10402
1040209;Charquillos;10402
1040210;Jilgueral;10402
1040211;Llano Grande;10402
1040212;Mercedes Norte;10402
1040213;Potenciana;10402
1040214;Quebrada Honda;10402
1040215;Quivel;10402
1040216;Rancho Largo;10402
1040217;Salitrales;10402
1040218;Santa Marta;10402
1040219;Túfares;10402
1040220;Tulín;10402
1040221;Víbora;10402
1040222;Zapotal.;10402
1040301;Alto Barbacoas;10403
1040302;Bajo Burgos;10403
1040303;Cortezal;10403
1040304;Guatuso;10403
1040305;Piedades;10403
1040306;San Juan.;10403
1040401;Cacao;10404
1040402;Cuesta Mora;10404
1040403;Grifo Bajo;10404
1040404;Poró;10404
1040405;Pueblo Nuevo;10404
1040406;Salitrillo.;10404
1040501;Bijagual;10405
1040502;Floralia;10405
1040503;Punta de Lanza;10405
1040504;San Rafael Abajo.;10405
1040601;Alto Cebadilla;10406
1040602;Bajo Chacones;10406
1040603;Copalar;10406
1040604;Pedernal;10406
1040605;Polca;10406
1040606;Sabanas.;10406
1040701;Bajo Guevara;10407
1040702;Planta;10407
1040703;Rinconada.;10407
1040801;Bajo Herrera;10408
1040802;Calle Herrera;10408
1040803;Cruce Guanacaste;10408
1040804;Charcón (parte);10408
1040805;Estero;10408
1040806;Río Viejo;10408
1040807;Salitral;10408
1040808;Tinamaste.;10408
1040901;Alto Concepción;10409
1040902;Alto Pérez Astúa;10409
1040903;Ángeles;10409
1040904;Angostura (parte);10409
1040905;Arenal;10409
1040906;Bajo Chires;10409
1040907;Bajo de Guarumal;10409
1040908;Bajo el Rey;10409
1040909;Bajo Vega;10409
1040910;Cerdas;10409
1040911;Fila Aguacate;10409
1040912;Gamalotillo 1 (Colonia);10409
1040913;Gamalotillo 2 (Gamalotillo);10409
1040914;Gamalotillo 3 (Tierra Fértil);10409
1040915;Gloria;10409
1040916;Guarumal;10409
1040917;Guarumalito;10409
1040918;Mastatal;10409
1040919;Pericos;10409
1040920;Río Negro (parte);10409
1040921;San Miguel;10409
1040922;San Vicente;10409
1040923;Santa Rosa;10409
1040924;Vista de Mar;10409
1040925;Zapatón.;10409
1050101;Corea;10501
1050102;I Griega;10501
1050103;Las Tres Marías;10501
1050104;Santa Cecilia;10501
1050105;Rodeo;10501
1050106;Sitio.;10501
1050107;Alto Pastora;10501
1050108;Bajo Canet;10501
1050109;Bajo San Juan;10501
1050110;Canet;10501
1050111;Cedral (parte);10501
1050112;Guadalupe;10501
1050113;Llano Piedra;10501
1050114;San Cayetano;10501
1050115;San Guillermo;10501
1050116;Sabana (parte);10501
1050117;San Pedro.;10501
1050201;Alto Guarumal;10502
1050202;Alto Portal;10502
1050203;Alto Zapotal;10502
1050204;Ardilla;10502
1050205;Bajo Quebrada Honda;10502
1050206;Bajo Reyes;10502
1050207;Bajo Zapotal;10502
1050208;Cerro Nara;10502
1050209;Concepción;10502
1050210;Chilamate;10502
1050211;Delicias;10502
1050212;Esperanza;10502
1050213;Esquipulas;10502
1050214;La Pacaya;10502
1050215;Las Pavas;10502
1050216;Mata de Caña;10502
1050217;Miramar;10502
1050218;Nápoles;10502
1050219;Naranjillo;10502
1050220;Palma;10502
1050221;Quebrada Arroyo;10502
1050222;Rodeo;10502
1050223;Sabana (parte);10502
1050224;Salado;10502
1050225;San Bernardo;10502
1050226;San Francisco;10502
1050227;San Martín;10502
1050228;Santa Cecilia;10502
1050229;Santa Marta;10502
1050230;Santa Rosa;10502
1050231;Zapotal.;10502
1050301;Alto Chiral;10503
1050302;San Juan (Alto San Juan);10503
1050303;Bajo Jénaro;10503
1050304;Bajo San José;10503
1050305;Jamaica;10503
1050306;Quebrada Seca (Santa Ana);10503
1050307;San Jerónimo;10503
1050308;San Josecito.;10503
1060101;Guatuso;10601
1060102;Mirador.;10601
1060103;Alfonso XIII;10601
1060104;Barro;10601
1060105;Cinco Esquinas (parte);10601
1060106;Corazón de Jesús;10601
1060107;Guapinol;10601
1060108;Las Mercedes;10601
1060109;Lomas de Aserrí;10601
1060110;Lourdes;10601
1060111;María Auxiliadora;10601
1060112;Mesas;10601
1060113;Poás;10601
1060114;Santa Rita;10601
1060115;Sáurez;10601
1060116;Tres Marías;10601
1060117;Vereda.;10601
1060201;Bajos de Praga;10602
1060202;Máquina Vieja;10602
1060203;Tigre.;10602
1060301;Calvario;10603
1060302;Ceiba Alta (parte);10603
1060303;Jocotal;10603
1060304;Legua de Naranjo;10603
1060305;Mangos;10603
1060306;Meseta;10603
1060307;Monte Redondo;10603
1060308;Ojo de Agua;10603
1060309;Rosalía;10603
1060310;Uruca.;10603
1060401;Pueblo Nuevo.;10604
1060401;La Fila (parte);10604
1060402;Limonal;10604
1060403;Los Solano;10604
1060404;Rancho Grande;10604
1060405;Salitral;10604
1060406;Tranquerillas;10604
1060407;Trinidad (parte);10604
1060408;Villanueva.;10604
1060501;Alto Buenavista;10605
1060502;Altos del Aguacate;10605
1060503;Bajo Bijagual;10605
1060504;Bajo Máquinas;10605
1060505;Bajo Venegas (parte);10605
1060506;Carmen (parte).;10605
1060601;Ojo de Agua (parte);10606
1060602;Portuguez.;10606
1060701;Cinco Esquinas (parte);10607
1060702;Santa Teresita.;10607
1060703;Cerro;10607
1060704;Cuesta Grande;10607
1060705;Guinealillo;10607
1060706;Huaso (parte);10607
1060707;Lagunillas;10607
1060708;Palo Blanco;10607
1060709;Quebradas;10607
1060710;Rincón.;10607
1070101;Alhambra;10701
1070102;Brasil;10701
1070103;Carreras;10701
1070104;Colonia del Prado;10701
1070105;Michoacán;10701
1070106;Nuevo Brasil;10701
1070107;Piñal;10701
1070108;San Bosco;10701
1070109;San Vicente;10701
1070110;Tablera.;10701
1070101;Cabriola;10701
1070102;Cedral;10701
1070103;Cuesta Achiotal;10701
1070104;Llano León;10701
1070105;Llano Limón;10701
1070106;Quebrada Honda;10701
1070107;Rodeo;10701
1070108;Santísima Trinidad;10701
1070109;Ticufres.;10701
1070201;Bajo Claras;10702
1070202;Bajo Morado;10702
1070203;Corrogres;10702
1070204;Monte Negro.;10702
1070301;Bajo Bustamante;10703
1070302;Bajo Lima;10703
1070303;Bajo Loaiza;10703
1070304;Cañas;10703
1070305;Corralar;10703
1070306;Morado;10703
1070307;Piedras Blancas;10703
1070308;Salto.;10703
1070401;Chile;10704
1070402;Danta;10704
1070403;Palma;10704
1070404;Quebrada Grande.;10704
1070501;Cordel;10705
1070502;Chucás;10705
1070503;Jateo;10705
1070504;Llano Grande;10705
1070505;Monte Frío (Potrerillos).;10705
1070601;Pito.;10706
1070701;San Juan;10707
1070702;San Martín;10707
1070703;Quebrada Honda.;10707
1080101;Árboles;10801
1080102;Colonia del Río;10801
1080103;El Alto (parte);10801
1080104;Fátima;10801
1080105;Independencia;10801
1080106;Jardín;10801
1080107;Magnolia;10801
1080108;Maravilla;10801
1080109;Margarita;10801
1080110;Minerva;10801
1080111;Moreno Cañas;10801
1080112;Orquídea;10801
1080113;Pilar Jiménez;10801
1080114;Rothe;10801
1080115;San Gerardo;10801
1080116;Santa Cecilia;10801
1080117;Santa Eduvigis;10801
1080118;Santo Cristo;10801
1080119;Unión;10801
1080120;Yurusti.;10801
1080201;Carlos María Ulloa;10802
1080202;San Francisco (centro);10802
1080203;Tournón.;10802
1080301;Calle Blancos (centro);10803
1080302;Ciprés;10803
1080303;Encanto;10803
1080304;Esquivel Bonilla;10803
1080305;Montelimar;10803
1080306;Pinos;10803
1080307;San Antonio;10803
1080308;San Gabriel;10803
1080309;Santo Tomás;10803
1080310;Volio.;10803
1080401;Bruncas;10804
1080402;Carmen;10804
1080403;Claraval;10804
1080404;Cruz;10804
1080405;Cuesta Grande (parte);10804
1080406;Estéfana (parte);10804
1080407;Hortensias;10804
1080408;Jaboncillal;10804
1080409;Jardines de la Paz;10804
1080410;Lourdes;10804
1080411;Praderas;10804
1080412;Tepeyac;10804
1080413;Térraba;10804
1080414;Villalta;10804
1080415;Villaverde;10804
1080416;Vista del Valle.;10804
1080501;Ángeles;10805
1080502;El Alto (parte);10805
1080503;Floresta;10805
1080504;Korobó;10805
1080505;La Mora;10805
1080506;Morita;10805
1080507;Mozotal;10805
1080508;Nazareno;10805
1080509;Orquídea;10805
1080510;Rodrigo Facio;10805
1080511;Santa Clara (parte);10805
1080512;Setillal;10805
1080513;Vista del Monte.;10805
1080601;Mirador.;10806
1080602;Corralillo;10806
1080603;Guayabillos;10806
1080604;Isla;10806
1080605;San Miguel;10806
1080605;Vista de Mar.;10806
1080701;Ana Frank;10807
1080702;Castores;10807
1080703;Cuadros;10807
1080704;Don Carlos;10807
1080705;El Alto (parte);10807
1080706;Flor de Liz;10807
1080707;Kurú;10807
1080708;Lomas de Tepeyac;10807
1080709;Lupita;10807
1080710;Montesol;10807
1080711;Nogales;10807
1080712;Pueblo;10807
1080713;Violetas.;10807
1090101;Aguas Lindas;10901
1090102;Cabañas;10901
1090103;Casa Blanca;10901
1090104;Lajas (parte);10901
1090105;Obando;10901
1090106;Paso Machete (parte);10901
1090107;San Rafael.;10901
1090108;Corrogres;10901
1090109;Pilas.;10901
1090201;Paso Machete (parte);10902
1090202;Robalillo.;10902
1090203;Alto Raicero;10902
1090204;Chirracal;10902
1090205;Matinilla;10902
1090206;Pabellón;10902
1090207;Perico.;10902
1090301;Alto Palomas;10903
1090302;Concepción;10903
1090303;Cuevas;10903
1090304;Chispa;10903
1090305;Gavilanes;10903
1090306;Honduras;10903
1090307;Lajas (parte);10903
1090308;Lindora;10903
1090309;Manantial;10903
1090310;Real de Pereira (parte);10903
1090311;Valle del sol.;10903
1090401;Chimba;10904
1090402;Guapinol;10904
1090403;Mata Grande;10904
1090404;Mina;10904
1090405;Paso Machete (parte);10904
1090406;Río Uruca.;10904
1090501;Caraña;10905
1090502;Cebadilla;10905
1090503;Finquitas;10905
1090504;Montaña del Sol;10905
1090505;Rincón San Marcos;10905
1090506;Triunfo.;10905
1090601;Canjel;10906
1090602;Copey.;10906
1100101;Bellavista;11001
1100102;Chorotega;11001
1100103;Lagunilla;11001
1100104;Macha;11001
1100105;Madrigal.;11001
1100201;Aguilar Machado;11002
1100202;Cochea;11002
1100203;El Alto;11002
1100204;Faro del Suroeste;11002
1100205;Filtros;11002
1100206;Pueblo Escondido;11002
1100207;Vistas de Alajuelita.;11002
1100301;Caracas;11003
1100302;Cascabela;11003
1100303;Llano;11003
1100304;Piedra de fuego.;11003
1100305;Lámparas.;11003
1100401;Almendros;11004
1100402;Boca del Monte;11004
1100403;Chirivico;11004
1100404;Monte Alto;11004
1100405;Once de Abril;11004
1100406;Progreso;11004
1100407;Tejar (parte);11004
1100408;Vista de San José;11004
1100409;Vista Real.;11004
1100501;Aurora;11005
1100502;Corina Rodríguez;11005
1100503;Esquipulas Dos;11005
1100504;La Guápil;11005
1100505;Peralta;11005
1100506;Verbena.;11005
1100507;Palo Campano.;11005
1110101;Alamos;11101
1110102;Alpes;11101
1110103;Arias;11101
1110104;Brisa;11101
1110105;Cedros;11101
1110106;Corazón de Jesús;11101
1110107;Durazno;11101
1110108;Girasoles (parte);11101
1110109;Huacas;11101
1110110;Magnolias;11101
1110111;Mercedes;11101
1110112;Monte Azul;11101
1110113;San Francisco;11101
1110114;San Martín;11101
1110115;Villa Solidarista.;11101
1110201;Fanguillo;11102
1110202;I Griega;11102
1110203;Loma Bonita;11102
1110204;Nubes;11102
1110205;Patio de Agua;11102
1110206;Villa Emaus.;11102
1110301;Calera;11103
1110302;Carmen;11103
1110303;Gemelas;11103
1110304;Josué;11103
1110305;Manzanos;11103
1110306;Murtal;11103
1110307;Sitrae;11103
1110308;Valle Felíz.;11103
1110309;Alto Palma (parte);11103
1110310;Platanares;11103
1110311;Rodeo (parte).;11103
1110401;Cornelia;11104
1110402;Girasoles (parte);11104
1110403;Horizontes;11104
1110404;Irazú;11104
1110405;Jardines;11104
1110406;Labrador;11104
1110407;Patalillo;11104
1110408;Santa Marta;11104
1110409;Trapiche;11104
1110410;Villalinda;11104
1110411;Villanova.;11104
1110501;Avilés;11105
1110502;Cerro Indio;11105
1110503;Guaba;11105
1110504;Rojizo;11105
1110505;Sinaí.;11105
1110506;Canoa;11105
1110507;Cascajal;11105
1110508;Choco;11105
1110509;Isla;11105
1110510;Monserrat;11105
1110511;Patillos;11105
1110512;Rodeo (parte);11105
1110513;Santa Rita de Casia;11105
1110514;Tierras Morenas;11105
1110515;Vegas de Cajón;11105
1110516;Venita.;11105
1120101;Abarca;11201
1120102;Corral;11201
1120103;María Auxiliadora;11201
1120104;Ortiga;11201
1120105;Pozos;11201
1120106;San Martín (San Gerardo);11201
1120107;San Luis;11201
1120108;Turrujal;11201
1120109;Vereda.;11201
1120110;Aguablanca (parte);11201
1120111;Alto Escalera;11201
1120112;Alto Los Mora;11201
1120113;Ángeles;11201
1120114;Chirraca (parte);11201
1120115;Esperanza;11201
1120116;Potrerillos;11201
1120117;Resbalón;11201
1120118;Tablazo.;11201
1120201;Alto Sierra;11202
1120202;Alto Vigía;11202
1120203;Bajo Arias;11202
1120204;Bajo Bermúdez;11202
1120205;Bajo Calvo;11202
1120206;Bajo Cárdenas;11202
1120207;Bajo Moras;11202
1120208;Coyolar;11202
1120209;Hondonada;11202
1120210;La Cruz;11202
1120211;Lagunillas (parte);11202
1120212;Ococa;11202
1120213;Toledo;11202
1120214;Zapote.;11202
1120301;San Pablo;11203
1120302;Agua Blanca (parte);11203
1120303;Bajo Cerdas;11203
1120304;Bajos de Jorco;11203
1120305;Bolívar;11203
1120306;Cañadas;11203
1120307;Caragral;11203
1120308;Corazón de Jesús;11203
1120309;Charcalillo;11203
1120310;Chirraca (parte);11203
1120311;Fila;11203
1120312;Jaular;11203
1120313;Lagunillas (parte);11203
1120314;La Mina;11203
1120315;La Pita;11203
1120316;Los Monge;11203
1120317;Playa;11203
1120318;San Pablo;11203
1120319;Sevilla.;11203
1120401;Bajo Los Cruces;11204
1120402;Ceiba Alta (parte);11204
1120403;Ceiba Baja;11204
1120404;Ceiba Este;11204
1120405;Escuadra;11204
1120406;Gravilias;11204
1120407;Lindavista;11204
1120408;Llano Bonito;11204
1120409;Mesa;11204
1120410;Naranjal;11204
1120411;Perpetuo Socorro;11204
1120412;Tejar;11204
1120413;Tiquires.;11204
1120501;Alto Parritón;11205
1120502;Bajo Palma;11205
1120503;Bajo Pérez;11205
1120504;Bijagual;11205
1120505;Breñón;11205
1120506;Caspirola;11205
1120507;Colorado;11205
1120508;Cuesta Aguacate;11205
1120509;Limas;11205
1120510;Parritón;11205
1120511;Plomo;11205
1120512;Sabanas;11205
1120513;San Jerónimo;11205
1120514;Soledad;11205
1120515;Téruel;11205
1120516;Tiquiritos;11205
1120517;Uruca;11205
1120518;Zoncuano.;11205
1130101;Acacias;11301
1130102;Arboleda;11301
1130103;Asturias;11301
1130104;Estudiantes;11301
1130105;Florida;11301
1130106;González Truque;11301
1130107;Jesús Jiménez Zamora;11301
1130108;Lindavista;11301
1130109;Rosas;11301
1130110;San Jerónimo;11301
1130111;Santa Eduvigis;11301
1130112;Valle;11301
1130113;Versalles;11301
1130114;Villafranca;11301
1130115;Virginia.;11301
1130201;Bajo Piuses;11302
1130202;Copey;11302
1130203;Leiva Urcuyo;11302
1130204;Lilas;11302
1130205;Lomas del Pinar;11302
1130206;Montecarlo;11302
1130207;Santa Teresa.;11302
1130301;Apolo;11303
1130302;Dalia;11303
1130303;Estancia;11303
1130304;Fletcher;11303
1130305;Franjo;11303
1130306;Jardines de Tibás;11303
1130307;Jardines La Trinidad;11303
1130308;Monterreal;11303
1130309;Palmeras;11303
1130310;Santa Mónica;11303
1130311;Talamanca;11303
1130312;Vergel.;11303
1130401;Doña Fabiola;11304
1130402;Garabito.;11304
1130501;Anselmo Alvarado;11305
1130502;Balsa;11305
1130503;Cuatro Reinas;11305
1130504;Orquídeas;11305
1130505;Rey;11305
1130506;San Agustín.;11305
1140101;Alondra;11401
1140102;Americano;11401
1140103;Américas;11401
1140104;Bajo Isla;11401
